type,number,name,foreign name,state,company,time
US military standards MIL,MIL-DTL-27444E-2012,"Net, Cargo Tie-Down, Aircraft Pallet Hcu-7/E, Hcu-7A/E, Hcu-15/C","Net, Cargo Tie-Down, Aircraft Pallet Hcu-7/E, Hcu-7A/E, Hcu-15/C",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2018/10/24
US military standards MIL,MIL-DTL-27715C-2014,"Circuit Breaker, Trip-Free, High Temperature, Aircraft, General Specification For","Circuit Breaker, Trip-Free, High Temperature, Aircraft, General Specification For",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/2/4
US military standards MIL,MIL-C-60683-1971,"Catapult, Aircraft Ejection Seat, M4A1 Remanufactured Metal Parts Assembly","Catapult, Aircraft Ejection Seat, M4A1 Remanufactured Metal Parts Assembly",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1999/7/10
US military standards MIL,MIL-C-60685-1970,"Catapult, Aircraft Ejection Seat: M3A1, Remanufactured Metal Parts Assembly","Catapult, Aircraft Ejection Seat: M3A1, Remanufactured Metal Parts Assembly",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1999/7/10
US military standards MIL,MIL-C-60809-1969,"Catapult, Aircraft Ejection Seat: M9 Remanufactured Metal Parts Assembly","Catapult, Aircraft Ejection Seat: M9 Remanufactured Metal Parts Assembly",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1999/7/10
US military standards MIL,MIL-B-81757/4C-1984,"Battery, Storage, Aircraft, Nickel-Cadmium, Connector, Tab","Battery, Storage, Aircraft, Nickel-Cadmium, Connector, Tab",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/4/4
US military standards MIL,MIL-B-81757/5B-1981,"Battery, Storage, Aircraft, Nickel Cadium, Connector, Curved","Battery, Storage, Aircraft, Nickel Cadium, Connector, Curved",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/4/4
US military standards MIL,MIL-B-81757/9C-1984,"Battery, Storage, Aircraft, Nickel-Cadmium, 24 Volts, 30 Ampere-Hour (Bb-433A/A) *** Renumbered As","Battery, Storage, Aircraft, Nickel-Cadmium, 24 Volts, 30 Ampere-Hour (Bb-433A/A) *** Renumbered As",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1997/7/30
US military standards MIL,MIL-R-5082-1949,"Radome, For Ctv-2 Pilotless Aircraft","Radome, For Ctv-2 Pilotless Aircraft",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1968/2/7
US military standards MIL,MIL-T-5066B-1967,"Tubing, Carbon Steel (1025), Seamless And Welded (Aircraft Quality)","Tubing, Carbon Steel (1025), Seamless And Welded (Aircraft Quality)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1998/11/25
US military standards MIL,MIL-D-50484-1969,"Dispenser And Bomb, Aircraft Cbu 25 B/A Loading, Assembling And Packing","Dispenser And Bomb, Aircraft Cbu 25 B/A Loading, Assembling And Packing",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1986/4/11
US military standards MIL,MIL-P-6070B-1986,Plywood And Veneer Aircraft Flat Panel,Plywood And Veneer Aircraft Flat Panel,abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1986/2/24
US military standards MIL,MIL-R-6749-1950,Military Specification Rheostats; Aircraft Power,Military Specification Rheostats; Aircraft Power,abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1998/1/31
US military standards MIL,MIL-PRF-29595/2-2016,"Battery, Storage, Aircraft, Maintenance-Free, 26-Volt, 50-Ampere-Hour, Lithium Rechargeable","Battery, Storage, Aircraft, Maintenance-Free, 26-Volt, 50-Ampere-Hour, Lithium Rechargeable",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2016/10/24
US military standards MIL,MIL-DTL-32115A-2007,"Cartridge, Fire Extinguisher, Aircraft, Ccu-147/A (Wb53)","Cartridge, Fire Extinguisher, Aircraft, Ccu-147/A (Wb53)",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2007/5/31
US military standards MIL,MIL-T-21900F-1984,"Truck, Tank; Aircraft Lubricating Oil Dispensing 500 Gallon, 4 By 2","Truck, Tank; Aircraft Lubricating Oil Dispensing 500 Gallon, 4 By 2",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1988/12/8
US military standards MIL,MIL-PRF-32390-2011,"Engaging Device, Aircraft Arresting System - Usaf Pendant Cable Retraction Systems (Pcrs)","Engaging Device, Aircraft Arresting System - Usaf Pendant Cable Retraction Systems (Pcrs)",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2016/7/27
US military standards MIL,MIL-T-25363D-1973,"Tank, Pneumatic Pressure Aircraft, Glass Fiber","Tank, Pneumatic Pressure Aircraft, Glass Fiber",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1988/8/10
US military standards MIL,MS 14171-1997(R2019),"Tire, Pneumatic, Aircraft 30 X 11.50-14.50, Type Viii (Navy) Fabric Reinforced Tread","TIRE, PNEUMATIC, AIRCRAFT 30 X 11.50-14.50, TYPE VIII (NAVY) FABRIC REINFORCED TREAD",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/8/1
US military standards MIL,MIL-V-6613-1971(R1974),"Valve, Y, Urinal, Pressurized Aircraft","VALVE, Y, URINAL, PRESSURIZED AIRCRAFT",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1974/1/11
US military standards MIL,MIL-W-9880-1971(R1994),"Wiring Harness, Ignition, Low-Tension, Rewirable, Aircraft Reciprocating Engines","WIRING HARNESS, IGNITION, LOW-TENSION, REWIRABLE, AIRCRAFT RECIPROCATING ENGINES",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1994/7/6
US military standards MIL,MIL-S-8932/4-1980(R1991),"Switches, Pressure, Aircraft, Aprroximate Gage, Types I And Ii, Class 4","SWITCHES, PRESSURE, AIRCRAFT, APRROXIMATE GAGE, TYPES I AND II, CLASS 4",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1991/9/9
US military standards MIL,MIL-PRF-49450/8-1997(R2014),"Battery, Rechargeable, Nickel-Cadmium, Vented, Aircraft, Bb-716/A","BATTERY, RECHARGEABLE, NICKEL-CADMIUM, VENTED, AIRCRAFT, BB-716/A",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2014/2/24
US military standards MIL,MIL-R-6800-1971(R1980),"Resin Coating,Permanent,For Aircraft Engine Parts","RESIN COATING,PERMANENT,FOR AIRCRAFT ENGINE PARTS",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1980/1/29
US military standards MIL,MIL-T-5578-1963(R1983),"Tank,Fuel,Aircraft,Self-Sealing","TANK,FUEL,AIRCRAFT,SELF-SEALING",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1983/7/26
US military standards MIL,MIL-PRF-87158-1996(R2002),Technical Manuals: Aircraft Battle Damage Assessment And Repair,TECHNICAL MANUALS: AIRCRAFT BATTLE DAMAGE ASSESSMENT AND REPAIR,,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2002/2/8
US military standards MIL,MIL-T-81838-1976(R1996),"Tank, Fuel, Aircraft, Auxiliary External 300 Gall.","TANK, FUEL, AIRCRAFT, AUXILIARY EXTERNAL 300 GALL.",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/9/18
US military standards MIL,MIL-C-25769-1979(R1984),"Cleaning Compound, Aircraft Surface, Alkaline Water Base","CLEANING COMPOUND, AIRCRAFT SURFACE, ALKALINE WATER BASE",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1984/4/13
US military standards MIL,A-A-59268-2010(R2016),"Composite Repair Set, Aircraft (Single Zone)","COMPOSITE REPAIR SET, AIRCRAFT (SINGLE ZONE)",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2016/6/13
US military standards MIL,A-A-59271-2010(R2016),"Composite Repair Set, Aircraft (Single Zone, Class 1 Div 2)","COMPOSITE REPAIR SET, AIRCRAFT (SINGLE ZONE, CLASS 1 DIV 2)",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2016/6/13
US military standards MIL,MIL-T-83773-1985(R1997),"Test Stand, Aircraft Pneumatic Components","TEST STAND, AIRCRAFT PNEUMATIC COMPONENTS",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1997/3/24
US military standards MIL,MIL-S-26716-1982(R1997),"Stand, Test, Aircraft Hydraulic Systems, Non-Port.","STAND, TEST, AIRCRAFT HYDRAULIC SYSTEMS, NON-PORT.",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1997/3/24
US military standards MIL,MIL-DTL-6070-1997(R2018),"Plywood And Veneer, Aircraft Flat Panel","PLYWOOD AND VENEER, AIRCRAFT FLAT PANEL",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2018/1/24
US military standards MIL,MIL-T-4-1994,Tires And Inner Tubes (Non-Aircraft); Packaging Of,TIRES AND INNER TUBES (NON-AIRCRAFT); PACKAGING OF,,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1994/3/30
US military standards MIL,MIL-E-25110-1955(R1996),"Engines, Aircraft, Reciprocationg, Model","ENGINES, AIRCRAFT, RECIPROCATIONG, MODEL",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/9/25
US military standards MIL,MIL-P-21563-1962(R2008),"Paint System, Fluorescent, For Aircraft Application","PAINT SYSTEM, FLUORESCENT, FOR AIRCRAFT APPLICATION",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2008/11/19
US military standards MIL,MIL-O-23678-1982(R1997),"Oxygen Systems, Portable, High Pressure, Aircraft","OXYGEN SYSTEMS, PORTABLE, HIGH PRESSURE, AIRCRAFT",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1997/9/10
US military standards MIL,A-A-55538-2013(R2018),Waterproof Spark Plug Lead And Conduit Assembly (Other Than Aircraft),WATERPROOF SPARK PLUG LEAD AND CONDUIT ASSEMBLY (OTHER THAN AIRCRAFT),effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2018/6/4
US military standards MIL,MIL-PRF-18148/3-2011(R2016),"Receptacles, Electric, Aircraft Storage Battery","RECEPTACLES, ELECTRIC, AIRCRAFT STORAGE BATTERY",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2016/1/6
US military standards MIL,QPL-21563-1962(R2008),"Paint System, Fluorescent, For Aircraft Application","PAINT SYSTEM, FLUORESCENT, FOR AIRCRAFT APPLICATION",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2008/11/19
US military standards MIL,MIL-V-81995/4-1981(R2019),"Valve, Starter Control, Aircraft Engine, For Tf34 Engine","VALVE, STARTER CONTROL, AIRCRAFT ENGINE, FOR TF34 ENGINE",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/7/16
US military standards MIL,MIL-DTL-22442/61-2000(R2019),"Cable Assembly, Aircraft Audio","CABLE ASSEMBLY, AIRCRAFT AUDIO",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/2/11
US military standards MIL,MIL-S-6625-1953(R1997),"Department Of Defense Specificaiton - Spray Equipment, Aircraft Windshield, Anti-Icing","DEPARTMENT OF DEFENSE SPECIFICAITON - SPRAY EQUIPMENT, AIRCRAFT WINDSHIELD, ANTI-ICING",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1997/9/30
US military standards MIL,MIL-DTL-22442/27-1998(R2019),"Cable Assembly, Aircraft Audio, Cx-13127/A","CABLE ASSEMBLY, AIRCRAFT AUDIO, CX-13127/A",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/2/11
US military standards MIL,MIL-DTL-6363/10-2020(R1920),"Lamps, Incandescent, Aircraft Service, Single Contact Bayonet Candelabra Base, G-5 Bulb","LAMPS, INCANDESCENT, AIRCRAFT SERVICE, SINGLE CONTACT BAYONET CANDELABRA BASE, G-5 BULB",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1920/8/25
US military standards MIL,MIL-L-6363/13-1992,"Lamps, Incandescent, Aircraft Service, Single Contact Bayonet Candelabra Base, S-11 Bulb","LAMPS, INCANDESCENT, AIRCRAFT SERVICE, SINGLE CONTACT BAYONET CANDELABRA BASE, S-11 BULB",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1992/9/25
US military standards MIL,MIL-A-9094/3-1974(R1996),"Arrester, Lightning, (Aircraft)","ARRESTER, LIGHTNING, (AIRCRAFT)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/5/9
US military standards MIL,MIL-C-83413/5-1983,"Connectors And Assemblies, Electrical, Aircraft Grounding: Receptacles, One Piece","Connectors And Assemblies, Electrical, Aircraft Grounding: Receptacles, One Piece",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2000/10/20
US military standards MIL,MIL-T-26232B-1958,"Trailer, Aircraft & Missile Engine Et-14-E","Trailer, Aircraft & Missile Engine Et-14-E",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1974/9/20
US military standards MIL,MIL-T-26876A-2000,"Tank, Calibrating And Proving, Aircraft Fuel Servicing Meter, 600 Gallon Capacity, Type Md-1","Tank, Calibrating And Proving, Aircraft Fuel Servicing Meter, 600 Gallon Capacity, Type Md-1",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),May-00
US military standards MIL,MIL-DTL-3628/255A-2015,"Badge, Occupational, Remotely Piloted Aircraft Sensor Operator, U.S. Air Force","Badge, Occupational, Remotely Piloted Aircraft Sensor Operator, U.S. Air Force",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2015/7/20
US military standards MIL,MIL-B-3628/68F-1993,"Badge, Qualification, Aircraft/Munitions Maintenance, Air Force","Badge, Qualification, Aircraft/Munitions Maintenance, Air Force",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1993/7/30
US military standards MIL,MIL-A-25165B-1964,Aircraft Emergency Escape System Identification Of,Aircraft Emergency Escape System Identification Of,abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1987/5/6
US military standards MIL,MIL-A-25719B-1990,"Accelerometer, Mechanical, Aircraft, Pilot'S Warning, Type Ma-1","Accelerometer, Mechanical, Aircraft, Pilot'S Warning, Type Ma-1",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2014/5/15
US military standards MIL,MIL-M-63029C-1991,"Manuals, Technical: Requirements For Operator'S Manuals And Chicklists For Aircraft","Manuals, Technical: Requirements For Operator'S Manuals And Chicklists For Aircraft",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1991/3/20
US military standards MIL,MIL-A-27195A-1989,"Accelerometer, Aircraft, Mechanical Abu-6/A","Accelerometer, Aircraft, Mechanical Abu-6/A",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2014/5/1
US military standards MIL,MIL-STD-2088B-2012,"Bomb Rack Unit (Bru), Single Store, Aircraft","Bomb Rack Unit (Bru), Single Store, Aircraft",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/9/13
US military standards MIL,MIL-STD-2161C-2014,Paint Schemes And Exterior Markings For U.S. Navy And Marine Corps Aircraft,Paint Schemes And Exterior Markings For U.S. Navy And Marine Corps Aircraft,effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/5/14
US military standards MIL,MIL-M-7997C-1981,"Motors,Aircraft Hydraulic Constant Displacement","Motors,Aircraft Hydraulic Constant Displacement",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1998/8/25
US military standards MIL,MIL-DTL-3628/173-2019,"Badge, Qualification, Aviation, Navigator Or Aircraft Observer, Master, U.S. Air Force","BADGE, QUALIFICATION, AVIATION, NAVIGATOR OR AIRCRAFT OBSERVER, MASTER, U.S. AIR FORCE",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/9/5
US military standards MIL,MIL-DTL-3628/277-2018,"Badge, Unmanned Aircraft System Operator, Usmc","BADGE, UNMANNED AIRCRAFT SYSTEM OPERATOR, USMC",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2018/6/26
US military standards MIL,QPL-81322-2020,"Grease, Aircraft, General Purpose, Wide Temperature Range, Nato Code G-395","Grease, Aircraft, General Purpose, Wide Temperature Range, Nato Code G-395",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2020/11/17
US military standards MIL,QPL-6484-2020,"Lights, Cockpit Utility, Aircraft General Specification For","Lights, Cockpit Utility, Aircraft General Specification for",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2020/6/29
US military standards MIL,QPL-21049-1985(R2020),"Coupling Assemblies, Quick Disconnect, Aircraft Liquid Oxygen Systems","Coupling Assemblies, Quick Disconnect, Aircraft Liquid Oxygen Systems",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2020/6/8
US military standards MIL,QPL-32266-2020,"Wire Rope, 1.5 Inch Diameter, Galvanized, Compacted Strand, For Aircraft Elevator","Wire Rope, 1.5 Inch Diameter, Galvanized, Compacted Strand, for Aircraft Elevator",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2020/5/21
US military standards MIL,QPL-5567-1971(R2019),"Life Rafts, Inflatable - 4 And 7 Man - For Aircraft Use","Life Rafts, Inflatable - 4 and 7 Man - for Aircraft use",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/10/8
US military standards MIL,QPL-32014-2019,"Grease, Aircraft And Instrument","Grease, Aircraft and Instrument",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/7/10
US military standards MIL,QPL-23426-2019,"Tension Bar/Release Element, Aircraft Launching","TENSION BAR/RELEASE ELEMENT, AIRCRAFT LAUNCHING",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/6/28
US military standards MIL,QPL-87260-2019,"Foam Material, Explosion Suppression, Inherently Electrostatically Conductive, For Aircraft Fuel Tanks","Foam Material, Explosion Suppression, Inherently Electrostatically Conductive, for Aircraft Fuel Tanks",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/3/7
US military standards MIL,QPL-22999-2018,"Starter, Aircraft Engine, Hydraulic General Specification For","Starter, Aircraft Engine, Hydraulic General Specification for",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2018/9/26
US military standards MIL,QPL-21480-2018,"Generator System, Electric Power, 400 Hertz, Alternating Current, Aircraft; General Specification For","Generator System, Electric Power, 400 Hertz, Alternating Current, Aircraft; General Specification for",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2018/3/6
US military standards MIL,QPL-26219-1978(R1984),"Test Set, Indicator-Generator, Tachometer Ttu-27/E, Aircraft Instruments, Field","TEST SET, INDICATOR-GENERATOR, TACHOMETER TTU-27/E, AIRCRAFT INSTRUMENTS, FIELD",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1984/3/12
US military standards MIL,QPL-5527-1986(R2001),"Valves, Aircraft, Hydraulic, Thermal Expansion Relief","VALVES, AIRCRAFT, HYDRAULIC, THERMAL EXPANSION RELIEF",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2001/6/8
US military standards MIL,MIL-C-83413/11-1993,"Connectors And Assemblies, Electrical, Aircraft Grounding: Receptacles, One Piece","CONNECTORS AND ASSEMBLIES, ELECTRICAL, AIRCRAFT GROUNDING: RECEPTACLES, ONE PIECE",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1993/12/27
US military standards MIL,MS 21972-1965(R1992),"Light, Aircraft, Anti-Collision, Tandem Oscillating","LIGHT, AIRCRAFT, ANTI-COLLISION, TANDEM OSCILLATING",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1992/5/29
US military standards MIL,MIL-DTL-22442/53-1998(R2000),"Cable Assembly, Aircraft Audio, Ah-1J And Ah-1T Aircraft Cable","CABLE ASSEMBLY, AIRCRAFT AUDIO, AH-1J AND AH-1T AIRCRAFT CABLE",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2000/4/1
US military standards MIL,MIL-B-49450/4-1987(R1994),"Battery, Rechargeable, Nickel-Cadmium, Vented, Aircraft, Bb-716/A,Cell Vent Assembly","BATTERY, RECHARGEABLE, NICKEL-CADMIUM, VENTED, AIRCRAFT, BB-716/A,CELL VENT ASSEMBLY",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1994/6/9
US military standards MIL,QPL-6386-1978(R1986),"Container, Aircraft Fire Extinguisher, Bromochloromethane, Type B-1A","CONTAINER, AIRCRAFT FIRE EXTINGUISHER, BROMOCHLOROMETHANE, TYPE B-1A",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1986/3/10
US military standards MIL,QPL-81002-1985(R2005),"Wire Rope, Steel, 1-3/8 Inch Diameter, 6 By 30, Type G, Lang Lay Flattened Strand, Fiber Core, High-Strength (For Aircraft Arresting)","WIRE ROPE, STEEL, 1-3/8 INCH DIAMETER, 6 BY 30, TYPE G, LANG LAY FLATTENED STRAND, FIBER CORE, HIGH-STRENGTH (FOR AIRCRAFT ARRESTING)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2005/9/1
US military standards MIL,QPL-81174/4-1975(R1981),"Light, Landing, Aircraft, Retractable","LIGHT, LANDING, AIRCRAFT, RETRACTABLE",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1981/12/14
US military standards MIL,MS 16036-1961(R1996),"Belt-Aircraft Safety,Pilot'S Automatic Release","BELT-AIRCRAFT SAFETY,PILOT'S AUTOMATIC RELEASE",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/9/18
US military standards MIL,MIL-R-5082-1949(R1968),"Radome, For Ctv-2 Pilotless Aircraft","RADOME, FOR CTV-2 PILOTLESS AIRCRAFT",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1968/2/7
US military standards MIL,MS 70091-1989(R1998),"Coupling Half, Quick Disconnect, Cam Locking Type, Female, Flanged, Type Viii, (For D-1 Nozzle-Aircraft)","COUPLING HALF, QUICK DISCONNECT, CAM LOCKING TYPE, FEMALE, FLANGED, TYPE VIII, (FOR D-1 NOZZLE-AIRCRAFT)",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1998/9/25
US military standards MIL,QPL-19069-1987(R2019),"Valve, Check, Hydraulic, Aircraft, Type Ii Systems","Valve, Check, Hydraulic, Aircraft, Type II Systems",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/11/19
US military standards MIL,QPL-3545-1971(R1977),"Grease, Aircraft, High Temperature","GREASE, AIRCRAFT, HIGH TEMPERATURE",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1977/1/27
US military standards MIL,QPL-5543-1974(R1975),"Cleaning Compound, Washing Machine, Aircraft Metal Parts","CLEANING COMPOUND, WASHING MACHINE, AIRCRAFT METAL PARTS",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1975/10/10
US military standards MIL,QPL-7886/502-1968(R1969),"Spark Plug ,Shielded, Aircraft Reciprocating Engine, Detailed Specification For","SPARK PLUG ,SHIELDED, AIRCRAFT RECIPROCATING ENGINE, DETAILED SPECIFICATION FOR",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1969/7/3
US military standards MIL,MS 27611-2018,"Valve, Hydraulic Bleeder, Aircraft Wheel Brake","VALVE, HYDRAULIC BLEEDER, AIRCRAFT WHEEL BRAKE",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2018/1/29
US military standards MIL,DI-NUOR-81405-2015,Aircraft Nuclear Safety Analysis Report (Nsar),AIRCRAFT NUCLEAR SAFETY ANALYSIS REPORT (NSAR),effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2015/2/17
US military standards MIL,MS 24577-2013,"Flasher, Solid State, Aircraft Navigational Light","FLASHER, SOLID STATE, AIRCRAFT NAVIGATIONAL LIGHT",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2013/10/30
US military standards MIL,MS 27711-1973(R1991),"Flasher, Position Light, Aircraft","FLASHER, POSITION LIGHT, AIRCRAFT",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1991/3/28
US military standards MIL,AN 7516-2007(R2012),"Adapter, Tie Down Aircraft Floor (2,500 Pounds)","ADAPTER, TIE DOWN AIRCRAFT FLOOR (2,500 POUNDS)",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2012/5/31
US military standards MIL,MS 24496-1978(R1995),"Battery, Aircraft Storage, Nickel-Cadminum, 24 Volts, 11 Ampere Hour, 27 Deg. C (80 Deg. F)","BATTERY, AIRCRAFT STORAGE, NICKEL-CADMINUM, 24 VOLTS, 11 AMPERE HOUR, 27 DEG. C (80 DEG. F)",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1995/5/25
US military standards MIL,MS 28015-1967(R1998),"Clock - Aircraft, Civil Date, 24-Hour Dial, 2 3/4","CLOCK - AIRCRAFT, CIVIL DATE, 24-HOUR DIAL, 2 3/4",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1998/7/14
US military standards MIL,MS 14186-1990(R1996),"Tire, Pneumatic, Aircraft, Rebuilt, 36 X 11","TIRE, PNEUMATIC, AIRCRAFT, REBUILT, 36 X 11",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/10/9
US military standards MIL,MS 24549-1967,"Circuit Breaker - Aircraft, Trip-Free, Push-Pull, 3-Phase, 5 Thru 60 Amp","CIRCUIT BREAKER - AIRCRAFT, TRIP-FREE, PUSH-PULL, 3-PHASE, 5 THRU 60 AMP",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1967/5/1
US military standards MIL,MS 25019-1978(R1999),"Cable Assembly, External Electric Power, Aircraft, 28 Volt Dc, Jet Starting","CABLE ASSEMBLY, EXTERNAL ELECTRIC POWER, AIRCRAFT, 28 VOLT DC, JET STARTING",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1999/9/7
US military standards MIL,MS 26525-1957(R1996),"Handles, Control, Aircraft Lift To Reverse Throttle","HANDLES, CONTROL, AIRCRAFT LIFT TO REVERSE THROTTLE",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/11/26
US military standards MIL,MS 21103-1970(R1987),"Clamp, Plain, Support, Loop, Aircraft, Type 1 Clas","CLAMP, PLAIN, SUPPORT, LOOP, AIRCRAFT, TYPE 1 CLAS",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1987/8/24
US military standards MIL,MS 27436-1985(R2013),"Valve Special, Aircraft Wheel","VALVE SPECIAL, AIRCRAFT WHEEL",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2013/10/10
US military standards MIL,MS 28886-1961(R1997),"Valve, Aircraft Hydraulic Flow Regulator","VALVE, AIRCRAFT HYDRAULIC FLOW REGULATOR",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1997/5/14
