title,content,type,time
Longitudinal automatic carrier-landing control law rejecting disturbances and coupling based on adaptive dynamic inversion,"The longitudinal automatic carrier landing system (ACLS) control law is designed based on nonlinear dynamic inversion (NDI), which can reject air wake, decouple lateral states, and track the dynamic desired touchdown point (DTP). First of all, the nonlinear landing model of F/A-18 aircraft in the final approach is established, in which the parameters of the aerodynamic. control surfaces, and limited states are acquired. Second, the strategy of tracking the desired longitudinal trajectory through pitch angle control is adopted. The automatic power compensation system (APCS), pitch angle rate, pitch angle, and vertical position control loops are developed based on the adaptive NDI. The stable analysis and the principal description are derived in detail. Deck motion compensation (DMC) algorithm is designed by frequency response method. Third. the control parameters are optimized through the genetic algorithm. A fitness function integrated with velocity, angle of attack (AOA), pitch rate, pitch angle, and vertical position of the aircraft are proposed. Finally, integrated simulations are conducted on a semi-physical simulation platform. The results indicate that the adopted automatic landing control law can achieve both excellent performance and the ability to reject the air wake and lateral coupling.",Carrier aircraft,2021
A pretrained proximal policy optimization algorithm with reward shaping for aircraft guidance to a moving destination in three-dimensional continuous space,"To enhance the performance of guiding an aircraft to a moving destination in a certain direction in three-dimensional continuous space, it is essential to develop an efficient intelligent algorithm. In this article, a pretrained proximal policy optimization (PPO) with reward shaping algorithm, which does not require an accurate model, is proposed to solve the guidance problem of manned aircraft and unmanned aerial vehicles. Continuous action reward function and position reward function are presented, by which the training speed is increased and the performance of the generated trajectory is improved. Using pretrained PPO, a new agent can be trained efficiently for a new task. A reinforcement learning framework is built, in which an agent can be trained to generate a reference trajectory or a series of guidance instructions. General simulation results show that the proposed method can significantly improve the training efficiency and trajectory performance. The carrier-based aircraft approach simulation is carried out to prove the application value of the proposed approach.",Carrier aircraft,2021
FMAC: A Self-Adaptive MAC Protocol for Flocking of Flying Ad Hoc Network,"Considering the high-density and high-dynamic feature of cooperative unmanned aerial vehicles (UAVs) swarm, also referred to as flocking of flying ad hoc networks (FANETs), reliable medium access control (MAC) protocol design for network connectivity maintaining and network information sharing is a challenging issue. In this article, we propose a self-adaptive carrier sense multiple access with collision avoidance (CSMA/CA)-based MAC protocol for flocking of FANET, namely, FMAC, to provide reliable broadcast information service under density-varying flocking scenarios. To represent the varying trend of UAV density during flocking, we define the collective neighboring potential (CNP) in the FMAC protocol. Specifically, at the beginning of each period, each UAV computes the current CNP based on available neighbors' motion states. Then, the value of CNP at the start of the next period regarding the same neighbors is predicted using UAV's kinetic equation. After that, each UAV can update the contention window (CW) size by comparing the current CNP and the predicted CNP, and CW will be decreased (increased) if the current CNP is larger (smaller) than the predicted one for enough period. The simulation results show that the proposed FMAC protocol can ensure high successful transmission probability under density-varying flocking scenarios and outperforms the typical MAC solutions.",Carrier aircraft,2021
Fixed-time control for automatic carrier landing with disturbance,"This paper addresses the fixed-time control problem for automatic carrier landing. By transforming a six-degrees-of-freedom fixed-wing aircraft model into the affine form with angle of attack controlled by thrust independently, backstepping technique is able to be adopted as the main control frame. Subsequently, for the purpose of improving convergent performance and success rate for carrier landing, fixed-time control method for a high-order multivariable system is proposed, and it is applied to the automatic carrier landing control system. In order to realize complete fixed-time convergence performance for the closed-loop system, fixed-time disturbance observers are employed in the control structure to efficiently estimate the external disturbances. Moreover, nonlinear fixed-time filters are incorporated to avoid tedious derivative calculation without affecting the fixed-time convergence performance of the system. Finally, the comparative simulation results with other methods demonstrate the effectiveness and superiority of proposed fixed-time control scheme. (C) 2020 Elsevier Masson SAS. All rights reserved.",Carrier aircraft,2021
Unconventionally Designed Tracking Loop Adaptable to Plasma Sheath Channel for Hypersonic Vehicles,"An aircraft that moves through the atmosphere at hypersonic speed is covered by plasma sheath, which causes random and fast time-varying amplitude attenuation and phase fluctuation in received signals. This paper comprehensively analyzes the mechanism of the amplitude attenuation effects on a traditional phase-locked loop (PLL), which is always ignored in traditional scenarios (such as satellite telemetry and vehicle communication). Simulation results and theoretical analysis showed that traditional PLL does not work reliably for signal carrier tracking with the severe time-varying amplitude attenuation of the plasma sheath channel. In this paper, an unconventionally designed Kalman filter (KF) tracking loop that is aware of phase dynamics and amplitude attenuation fluctuation for hypersonic vehicles is proposed. To introduce time-varying amplitude attenuation into the proposed KF-based tracking loop, the amplitude attenuation is first modeled with an autoregressive model. The statistical characteristics of the amplitude and phase fluctuation are then incorporated into the state equation and observation equation. Simulation results indicate that the proposed tracking loop is stable when the signal-to-noise ratio is -10 dB with the Ka band, even in the most severe flight environment for hypersonic vehicles.",Carrier aircraft,2021
A review on carrier aircraft dispatch path planning and control on deck,"As an important part in sortie/recovery process, the dispatch of carrier aircraft not only affects the sortie/recovery efficiency and safety, but also has severe influence on the carrier's combat efficiency and the comprehensive support capability. Path planning is the key to improve the efficiency and safety during the dispatch process. The main purpose of this paper is to propose a comprehensive investigation of techniques and research progress for the carrier aircraft's dispatch path planning on the deck. Three different dispatch modes of carrier aircraft and the corresponding modeling technologies are investigated, and the aircraft's dispatch path planning techniques and algorithms have been classified into different classes. Moreover, their assumptions and drawbacks have been discussed for single aircraft and multiple aircraft. To make the research work more comprehensive, the corresponding tracking control methodologies are also discussed. Finally, due to the similarity of path planning problem between the carrier aircraft's dispatch and those in other fields, this paper provides an exploratory prospect of the knowledge or method learned from other fields. (c) 2020 Chinese Society of Aeronautics and Astronautics. Production and hosting by Elsevier Ltd. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).",Carrier aircraft,2020
Multiple E-2D Hawkeye Aircrew with Neurocognitive Symptoms During a Single Over-Pressurization Episode,"BACKGROUND: Increased frequencies of physiological episodes have been a significant concern for Naval Aviation for the last several years.These include several aircraft platforms, but no previously documented E-2D Hawkeye events.This report documents an episode in an E-2D, with multiple aircrew affected at the same time.CASE REPORT: While deployed aboard a U.S. aircraft carrier, five E-2D Hawkeyes aircrew were simultaneously exposed to the same over-pressurization during a routine sortie. Out of the five aircrew, four immediately reported hypoxic-like neurocognitive symptoms of ""mental slowing"", difficulty concentrating, and headache.They were evaluated and treated using standard protocol according to the Physiologic Event Clinical Practice Guidelines set by the Naval Safety Center. All aircrew were treated with 100% ground level oxygen with resolution of symptoms.DISCUSSION: Although rare, physiological events may occur in multi passenger platforms such as the E-2D Hawkeye. Utilizing and strictly adhering to standard clinical practice guidelines provided an efficient process of evaluation by different flight surgeons concurrently that avoided a possible delay in treatment. After, eliminating other potential etiology for the crew's symptoms, a pressure-related mechanism of injury appears to be the most probable cause.",Carrier aircraft,2020
Dynamics Test Research of Bounce of Carrier-Based Aircraft Arresting Hook,"The test of arresting hook bounce is one of the most essential technologies in the design and research of arresting hook. In order to research the dynamic performance of the hook after touchdown and impacting with the deck when the aircraft is arrested, an approach for a certain type of aircraft arresting hook bounce test is proposed in this paper. Solutions to critical technique issues arising in the test process such as aircraft sinking velocity control, aircraft horizontal velocity simulation, and simulation of the performance of the damper are derived and verified by the bounce test of the arresting hook. The bounce height, bounce distance, stroke length of the arresting hook damper after the hook is impacted are measured by the test. The test method proposed can be used for researching the bounce of arresting hook and providing reliable test data for the design of carrier-based aircraft and arresting hook.",Carrier aircraft,2020
A multi-objective hyper heuristic framework for integrated optimization of carrier-based aircraft flight deck operations scheduling and resource configuration,"It is of great significance to produce an efficient flight deck operations scheduling plan for improving the carrier-based aircraft sortie rate and enhancing the combat capability of aircraft carrier formation. Flight deck operations scheduling plan is closely related to flight deck resource configuration. In this paper, in order to find a feasible method to produce an effective operations scheduling plan under different resource configurations, the flight deck operations scheduling problem and resource configuration optimization problem for the pre-flight preparation stage are studied simultaneously. The work is different from the existing literature in three aspects: (1) with considering the transfer time of resources and multiple operation execution modes and analyzing the precedence constraints and resource constraints for the flight deck operations, the integrated optimization model of operations scheduling and resource configuration is established and regarded as a multi-objective optimization model. (2) a novel choice function based multi-objective hyper heuristic is proposed for solving the model. The low level heuristics are three well-known multi-objective evolutionary algorithms, and the heuristic selection strategy is an online learning choice function. (3) in order to further improve the performance of proposed hyper heuristic, two modified hyper heuristics are introduced, one of which uses a simulated annealing-based non-deterministic move acceptance strategy and the other uses a modified initiation method, a simulated binary crossover operator, and a normal distribution sampling mutation operator. By conducting simulation experiments in the case study section, the correctness of the model and the superiority of the multi-objective hyper heuristic framework are verified. (c) 2020 Elsevier Masson SAS. All rights reserved.",Carrier aircraft,2020
Constant Force Spring System With a Spiral,"The paper is devoted to the theory of a mechanism called constant force spring system. The system consists of a linear helical spring, a spiral drum, a take-up pulley, and two cords. The spiral drum and the take-up pulley are attached rigidly to each other. One of the cords connects the spring with the spiral drum, and at the initial position of the system fills the entire spiral groove on the drum. During the operation of the system, the spiral drum may rotate about its center, and the cord may gradually unwind from the spiral and wind again. The process of winding/unwinding causes the spring to change its length and change the force it exerts on the spiral drum. Due to the shape of the spiral, the distance of the cord from the center of the drum changes, so that the force in the other cord which is wound on the take-up pulley remains constant. Creation of that constant force is the goal of the system. The heart of the system is a specially designed spiral. The solution to the associated differential equation is provided. The system may allow to eliminate weight towers in exercise machines; eliminate counterweights in elevators, as well as in windows that open by moving upwards. The landing path of fighter planes' landing on aircraft carriers may be reduced. The spiral of the system exhibits an important property which may interest mathematicians; its behavior is compared with that of the Archimedes' and logarithmic spirals. Because of this property, the spiral may find other applications.",Carrier aircraft,2020
Analysis on harmonic characteristics of interleaving paralleled static inverters under asymmetric conditions,"With the large number of applications for multi electric aircraft (MEA), the power capacity of the aviation static inverter (ASI) has been continuously improved. Therefore, more and more modular parallel-based topologies are being used in the ASI to achieve power expansion. Combined with carrier phase-shift modulation, the harmonic components of a system can be further reduced. However, due to the parameter asymmetry between paralleled modules and power system disturbances, additional low frequency and DC bias components are superimposed on the control signal. This paper uses exponential function analysis to analyze the harmonic distribution of a modular ASI based on carrier phase-shift modulation under non-ideal conditions. In addition, the distribution characteristics of different paralleled topologies are compared. Finally, the correctness of the theoretical analysis is verified by simulation and experimental results.",Carrier aircraft,2021
Prediction and evaluation of the stage-separation compatibility of an internally carried air-launch vehicle,"This work mainly predicts and evaluates the stage-separation compatibility of an internally carried air-launch vehicle by a multi-body separation wind-tunnel free-flight (WTFF) test without restraining the motional freedom. The Mach number is Ma = 1.5, and the initial-launch angle of attack is considered to be alpha(0) = 0 degrees and alpha(0) = 3 degrees. The result shows that WTFF test is a feasible prediction and evaluation method for the stage-separation compatibility of an ICAL vehicle when the combined vehicle exhibits static stability. The launch-vehicle can be separated safely from the carrier-aircraft and has a good pitch-angle for ignition when alpha(0) = 0 degrees. However, the launch-vehicle exhibits a large pitch-angle when it separates completely from the carrier-aircraft when alpha(0) = 3 degrees, which is unacceptable. Different separation velocities have little influence on the stage-separation compatibility of the ICAL vehicle when alpha(0) = 3 degrees. The stage-separation compatibility of the ICAL vehicle is first investigated by a free-flight technique in a wind-tunnel, which provides a new research idea for interdisciplinary studies of the kinematics and aerodynamics of multi-body systems. (C) 2020 Elsevier Masson SAS. All rights reserved.",Carrier aircraft,2020
Towards In-Flight Transfer of Payloads Between Multirotors,"Multirotor unmanned aerial systems (UASs) are often used to transport a variety of payloads. However, the maximum time that the cargo can remain airborne is limited by the flight endurance of the UAS. In this letter, we present a novel approach for two multirotors to transfer a payload between them in-air, while keeping the payload aloft and stationary. Our framework is built on a visual-feedback and grasping pipeline that enables one UAS to grasp the payload held by another, thereby allowing the UASs to act as swappable carriers. By connecting the payload outwards along a single rigid link, and allowing the UASs to maneuver about it, we let the payload remain online while it is transferred to a different carrier. Furthermore, building entirely on monocular vision, the approach does not rely on precise extrinsic localization systems. We demonstrate our proposed strategy in a variety of indoor and GPS-free outdoor experiments, and explore the range of operating limits for our system.",Carrier aircraft,2020
Improved Envelope Spectrum via Feature Optimisation-gram (IESFOgram): A novel tool for rolling element bearing diagnostics under non-stationary operating conditions,"Demodulation methods are widely used for bearing diagnostics, based often on the (Squared) Envelope Spectrum after band pass filtering. One of the main challenges of these methods is the detection of a suitable band for signal demodulation under varying speed conditions. Angular resampling methods may synchronize the impulsive nature of bearing damages with a certain periodicity, in the case of large speed fluctuations. On the other hand, the time-invariant carrier frequencies may spread over the broadband of the spectrum, making impossible the application of many band selection tools. Lately, focus has been targeted to cyclostationary-based tools, such as the Cyclic Spectral Correlation and the Cyclic Spectral Coherence, which achieve a high performance in detecting hidden cyclic periodicities. Initially, these methods have been represented in the Frequency-Frequency domain, however they have been extended, to the Order-Order and the Order-Frequency domains, to be able to describe signals under varying speed conditions. The integration of these bi-variable maps over a specific frequency band results to an equivalent to a demodulated spectrum. Therefore, the challenge is the selection of the proper integration band to obtain these demodulated spectra for bearing diagnostics. In this paper, a novel tool called the Improved Envelope Spectrum via Feature Optimization-gram (IESFOgram) is proposed as a band selection tool for the demodulation of the bi-variable map (CSC or CSCoh) for bearing diagnostics. The method is represented in a 1/3-binary tree and is applicable under constant and variable speed conditions. The methodology is tested and validated on real data captured on a laboratory planetary gearbox and on an aircraft engine gearbox, under both constant and varying speed conditions. Furthermore, the methodology is compared in terms of performance with the Fast Kurtogram and the Autogram-based methods. (C) 2020 Elsevier Ltd. All rights reserved.",Carrier aircraft,2020
A sizing-based approach to evaluate hypersonic demonstrators: demonstrator-carrier constraints,"The objective of this study is to identify, evaluate, and provide recommendations towards the realisation of near-term hypersonic flight hardware through the consideration of carrier vehicle constraints. The current rush of available funds for hypersonic research cannot cause a program to ignore growth potential for future missions. The prior NB-52 carrier vehicles, famous for the X-15 and X-43A missions, are retired. Next generation hypersonic demonstrator requirements will necessitate a substitution of carrier vehicle capability. Flight vehicle configuration, technology requirements, and recommendations are arrived at by constructing and evaluating a hypersonic technology demonstrator design matrix. This multi-disciplinary parametric sizing investigation of hypersonic vehicle demonstrators focuses on the evaluation of the combined carrier platform, booster, and hypersonic cruiser solution space topography. Promising baseline configurations are evaluated against operational requirements by trading fuel type, endurance cruise time, and payload weight. The multi-disciplinary study results are constrained with carrier payload mass and geometry limitations. The multi-disciplinary results provide physical insights into near-term hypersonic demonstrator payload and cruise time requirements that will stretch the capability of existing carrier aircraft. Any growth in hypersonic research aircraft size or capability will require new carrier vehicle investments.",Carrier aircraft,2020
An efficient multibody dynamic model of arresting cable systems based on ALE formulation,"Arresting cable systems (ACS) are widely used in aircraft carriers to decelerate an aircraft with high landing velocity in a limited runway length. Considering the complexity of the arresting process, it is extremely challenging to accurately and efficiently predict system dynamic behaviors, such as the arresting distance of aircrafts. In this paper, a comprehensive multibody dynamic model of ACS is proposed, where Arbitrary Lagrangian Eulerian (ALE) formulation is adopted to efficiently simulate the tailhook/pulley-cable moving contact in ACS. In our model, a moving fine mesh of the ALE cable, which tracks the real-time position of the tailhook, is used to accurately capture the contact behaviors between them, while evenly-distributed coarse meshes are used in non-contact areas, thereby greatly reducing DOFs and contact pairs. Additionally, the pulley joint is used to simulate the cable-sheave moving contact, where contact details are completely neglected and the ALE cable node is fixed to the dimensionless sheave point. Finally, the accuracy and efficiency of the proposed method are verified through three numerical tests with correlation to the conventional Lagrangian formulation. (c) 2020 Elsevier Ltd. All rights reserved.",Carrier aircraft,2020
"Hydrogen extraction from a new integrated trigeneration system working with zeotropic mixture, using waste heat of a marine diesel engine","Hydrogen can be used for various applications in ships, but two distinctive places are the combustion processes of the marine diesel engine (MDE) or aircrafts fuelled by aircraft carriers (especially, for long-range transportations applications). For this aim, an integrated trigeneration system working with waste heat of the MDE for mainly hydrogen extraction is proposed here. In addition to hydrogen, the devised trigeneration system can produce surplus electricity and cooling at two different temperature levels. Different zeotropic mixtures are used as working fluid and their performance metrics were compared with each other. It is worthy to say that the simulated basic cooling/electricity system is new and is accounted for as another novelty of the present work. A comprehensive modeling of the proposed trigeneration system is achieved from thermodynamics laws viewpoint and results are elaborated in detail. Based upon the results, the maximum refrigeration load and trigeneration energy efficiency are calculated 166.36 kW and 42.46%, respectively, when R142b/Pentane (0.51/0.49) was used. However, to achieve lower overall exergy destruction, Butene/Isopentane (0.35/0.65) was recommended. Also, the highest trigeneration exergy efficiency is associated with Butene/Isopentane (0.35/0.65) by 18.71%, followed by Isobutene/Isopentane (0.34/0.66) by 18.53%. It is found that the auxiliary vapor generator has the highest exergy destruction by 61.5 kW, followed by ejector by 19.5 kW. At last, an intensive parametric study is also presented to propose some solution for performance enhancement of the system based on the thermodynamics parameters. (C) 2020 Hydrogen Energy Publications LLC. Published by Elsevier Ltd. All rights reserved.",Carrier aircraft,2020
The Influence of Sea Power on Politics: Domain- and Platform-Specific Attributes of Material Capabilities,"Students of world politics have long shown a special interest in sea power. International relations, however, tend to treat the means of power as homogeneous and interchangeable. Are military capabilities largely undifferentiated goods, or do specific assets matter for politics? We argue that the characteristics of naval power offer distinctive tradeoffs in terms of the causes of war. Naval presence, firepower, and mobility enable naval nations to fight farther from home and obtain more diplomatic recognition. At the same time, mobility and stealth introduce ambiguity about national priorities and contribute to errors in assessing the local balance of power and resolve. We find empirically that disproportionate investment in sea power is associated not only with heightened diplomatic recognition and power projection across greater distances, as navalists expect, but also with increased instability in the form of a higher risk of dispute initiation. Disaggregating sea power by platform type-battleships, submarines, aircraft carriers-suggests similar tradeoffs across platforms as for navies generally. Sea power enables political leaders to intervene in distant locales, where their interests are more peripheral, and to reconsider their commitments, where their interests do not justify the risk. One counterintuitive implication is that offshore balancing strategies, which rely on sea power for deterrence, may actually be destabilizing.",Carrier aircraft,2020
Analysis of the Influence of the Structural Parameters of Aircraft Braided-Shield Cable on Shielding Effectiveness,"As the more-electric aircraft concept is accepted as the key feature of the next-generation civil aircraft, the onboard electromagnetic environment is getting much worse than traditional models, and consequently the interconnecting cables as the major coupling path of the electromagnetic interference (EMI) are required to provide more sufficient EMI protection ability. Shielded cables have been considered as reliable carriers and widely used in the aircraft for years, but any differences in shielding structure or the number of shielding layers may lead to a significant change in shielding performance. Based on the transmission line theory, this paper builds the crosstalk prediction model for two different shielded cables first, and compare the calculated crosstalk with simulation result to verify the reliability and the effectiveness of the prediction model. Furthermore, the impact of the structural parameters of the cable shield on the shielding performance is studied, such as the number of shielding layer, the thickness of the shielding layer and insulating layer.",Carrier aircraft,2020
Moving Path Following With Prescribed Performance and Its Application on Automatic Carrier Landing,"This article studies the moving path following (MPF) problem where a desired path attached to a moving object must be followed. Focusing on the problem that the classical guidance vector field is not suitable for an MPF, we present a time-varying vector field guidance law, which is qualified for following a path expressed with respect to a moving target frame. Moreover, a prescribed performance method is embedded to the time-varying vector field law to further enhance the control performance. By combining the prescribed performance, the tracking errors are ensured not to exceed the predefined arbitrary small residual sets. Subsequently, the proposed guidance laws are applied to a typical MPF mission-the automatic carrier landing. An active disturbance rejection attitude controller is designed as the ""low-level"" controller with backstepping as the main frame. To eliminate the potential problem of external disturbances and parameter uncertainties, extended state observers are adopted in the controller. Besides, tracking differentiators are integrated with the controller to avoid complex derivative calculations in backstepping. Finally, comparative simulations are conducted, the results clarify and verify the proposed methods.",Carrier aircraft,2020
Detecting Hazardous Spatial Gradients at Satellite Acquisition in GBAS,"In this article, we develop a ground monitor capable of detecting anomalous signal-in-space spatial gradients for rising, newly acquired, and reacquired satellites in the ground-based augmentation system using either single or dual frequency. These gradients can be caused by satellite orbit ephemeris faults and ionospheric fronts. The monitor utilizes differential code and carrier phase measurements across multiple reference receiver antennas as the basis for detection. We show that the new monitor significantly improves performance over existing detection algorithms and is capable of meeting Category III precision approach and landing requirements.",Carrier aircraft,2020
Detection and recognition of a ground moving target under random dynamic conditions,"The infrared radiation characteristic of ground moving targets under random dynamic conditions is an important research hotspot to study for the detection performance of the airborne photoelectric detection system. This paper studies the detection mechanism of the airborne photoelectric detection system to a ground moving target and analyzes the relevant factors that affect the infrared radiation characteristics of ground moving targets. Based on spectral radiation theory, establishes the infrared radiation illumination function of a ground moving target under a complex background environment, combines the rotation relationship matrix between ground moving target and airborne photoelectric detection system, and derives the new calculation model of the signal-to-noise ratio under the Fraunhofer diffraction effect. The experimental results showed that the infrared radiation characteristics of the ground moving target are affected by detection time and photoelectric detector's wavelength, which verifies the spatial position relationship between the ground moving target and the airborne photoelectric detection system also determines the size of the output signal of the photoelectric detector. To effectively improve the infrared radiation characteristics of the ground moving target, the appropriate wavelength of the photoelectric detector changes the flight attitude and velocity of the carrier aircraft, which can improve the infrared radiation characteristics of ground the moving target in the detection process.",Carrier aircraft,2020
Piloted Flight Simulation of Helicopter Recovery to the Queen Elizabeth Class Aircraft Carrier,"This Paper describes how flight simulation has been used to investigate helicopter recovery operations to the deck of HMS Queen Elizabeth, the United Kingdom's new aircraft carrier. A helicopter flight simulation environment has been developed in which the unsteady airflow over the ship has been created using full-scale computational fluid dynamics. A six-degree-of-freedom motion flight simulator has been used to conduct real-time piloted deck landings where a helicopter flight dynamics model representative of a Sikorsky SH-60B Seahawk helicopter was recovered to the designated rotorcraft landing spots toward the stern of the ship. A test pilot was instructed to land the helicopter and to give workload ratings for the difficulty of the task when flying in relative winds from Ahead, and 45 deg and 90 deg from starboard. The workload ratings, along with the corresponding pilot control activity and helicopter positional accuracy, are discussed in relation to the airflow to which the helicopter was subjected. The Paper demonstrates how flight simulation could be used to support flight trials and helicopter clearance activities but also notes that real-world trials data are needed to compare with the simulations before the techniques can be beneficially deployed.",Carrier aircraft,2020
Nonlinear Asymptotic Attitude Estimation Using Double GPS Receivers and Gyro,"We present an asymptotically convergent nonlinear attitude estimator using a rate gyro and GPS. Double-difference (DD) carrier phase measurements are provided by at least two GPS antennas. The unknown integer ambiguity factor related to GPS carrier phase measurement is estimated along with the attitude. An observability condition is derived to guarantee the convergence of the estimator when a single baseline vector is available with more than four satellites in view. A systematic procedure for tuning observer parameters is also presented. Finally, the experimental test from a light fixed-wing aircraft illustrates the performance of the proposed observer.",Carrier aircraft,2020
Investigation of aerodynamics of separator delivery from cavity,"The ejection test technology is studied in a sub-transonic supersonic wind tunnel using a single cylinder to provide ejection velocity. The angular velocity adjusting device of ejection mechanism is designed, which can adjust the ejection velocity and angular velocity of the model independently. When the ejection cylinder moves downward, the angular velocity adjusting mechanism works at the same time, so that the model has the preset ejection velocity and angular velocity at the moment of leaving the ejection frame. The ejection velocity error is less than 5%, the angular velocity error is less than 10%, and the repetition rate is more than 95%. The new technology has been verified by wind tunnel tests under complex aerodynamic conditions of sub-transonic supersonic and multi-body interference. All parameters have reached or surpassed the existing technical specifications. It has served for model tests many times and met the needs of wind tunnel test research on ejection of embedded weapons in aircraft.",Carrier aircraft,2020
Trajectory Planning and Tracking for Carrier Aircraft-Tractor System Based on Autonomous and Cooperative Movement,"The solution of how to plan out the cooperative moving trajectory autonomously and control the motion of carrier-based aircraft timely and accurately is the key to helping improve the overall deck operation efficiency. The main problem discussed in this article is coordinated trajectory planning strategy for multicarrier aircraft and cooperative control between tractor and carrier aircraft. First, the kinematic model and three-degree-of-freedom dynamics model of the towbarless traction system are established. Then, a coevolution mechanism for aircraft systems is proposed to ensure coordinated trajectory planning among multiple aircraft and a trajectory adapted to the tractor-aircraft system is generated based on the hybrid RRT*algorithm. Next, a double-layer closed-loop controller is designed for the trajectory tracking of the tractor-aircraft system on the deck under the constraints of incomplete constraints and various physical conditions. It includes an outer model predictive controller which effectively controls the cooperative motion between the carrier aircraft and tractor and an inner torque control strategy based on adaptive fuzzy PID control which strictly ensures the stability of the system. Simulation results demonstrate that the controller is more rapid, more accurate, and more robust in tracking line trajectory with initial deviation, sine curve with large curvature, and complex trajectories on decks compared with backstepping control and LQR algorithm.",Carrier aircraft,2020
Design of Air-Wake Rejection Control for Longitudinal Automatic Carrier Landing Cyber-Physical System,"The automatic carrier landing system (ACLS) is an indispensable component of modern air-craft carriers, and it can be considered a special cyber-physical system. However, the disturbance of the carrier air-wake in the final approach is detrimental to the landing safety and complicates the design of the ACLS. An air-wake rejection control strategy can be designed by analyzing the signal flow chart. To suppress the air-wake disturbance, the ACLS in this study is designed based on an adaptive backstepping sliding mode control. This design compensates and restrains the flight performance deviation, and it can also ensure the robustness of the system. Compared with the conventional ACLS design, the capability to restrain the flight performance deviation is significantly enhanced. The simulation results show that the system robustness is improved significantly. Moreover, the proposed design can achieve strict control of the ideal glide slope tracking and realize safe landing under the air conditions of the final approach. (C) 2020 Elsevier Ltd. All rights reserved.",Carrier aircraft,2020
Drone Launched Short Range Rockets,"A concept of drone launched short range rockets (DLSRR) is presented. A drone or an aircraft rises DLSRR to a release altitude of up to 20 km. At the release altitude, the drone or an aircraft is moving at a velocity of up to 700 m/s and a steep angle of up to 68 degrees to the horizontal. After DLSRRs are released, their motors start firing. DLSRRs use slow burning motors to gain altitude and velocity. At the apogee of their flight, DLSRRs release projectiles which fly to the target and strike it at high impact velocity. The projectiles reach a target at ranges of up to 442 km and impact velocities up to 1.88 km/s. We show that a rocket launched at high altitude and high initial velocity does not need expensive thermal protection to survive ascent. Delivery of munitions to target by DLSRRs should be much less expensive than delivery by a conventional rocket. Even though delivery of munitions by bomber aircraft is even less expensive, a bomber needs to fly close to the target, while a DLSRR carrier releases the rockets from a distance of at least 200 km from the target. All parameters of DLSRRs, and their trajectories are calculated based on theoretical (mechanical and thermodynamical) analysis and on several MatLab programs.",Carrier aircraft,2020
Research on Cooperative Trajectory Planning and Tracking Problem for Multiple Carrier Aircraft on the Deck,"Based on the concepts of the reciprocal velocity obstacle (RVO) and Dubins methods, an improved Dubins-RVO method that can be applied to the scenario with noncircular obstacles is developed. Based on the Dubins-RVO method and one-sided Symplectic Pseudospectral method, a multiaircraft collaborative trajectory planning method was proposed. The kinematic constraint and terminal boundary conditions can be strictly satisfied in the proposed compound trajectory planning method. In addition, a symplectic pseudospectral receding horizon control (RHC) controller is designed to solve the trajectory tracking problem where the constraints on the state and control variables are considered. The proposed compound trajectory planning method is first applied to a two-aircraft problem. The obtained results demonstrate that compared to the RVO and Dubins-RVO methods, the proposed method can effectively avoid the ""dead-lock"" phenomenon and generate feasible trajectory efficiently satisfying all constraints. In addition, simulation experiment for four aircrafts is conducted. Smooth trajectories are obtained. Despite the presence of disturbances in the environment, the trajectories can be tracked with high precision using the symplectic pseudospectral RHC controller.",Carrier aircraft,2020
Multi-constellation ARAIM exploiting satellite motion,"In this work, a new time-sequential positioning and fault detection method is developed for dual-frequency, multi-constellation Advanced Receiver Autonomous Integrity Monitoring (ARAIM). Unlike conventional ""snapshot"" ARAIM, sequential ARAIM exploits changes in satellite geometry at the cost of slightly higher computation and memory loads. From the perspective of users on Earth, the motion of any given GNSS satellite is small over short time intervals. But the accumulated geometry variations of redundant satellites from multiple GNSS can be substantial. This paper quantifies performance benefits brought by satellite motion to ARAIM. It specifically addresses the following challenges: (a) defining raw GNSS code and carrier error models over time, (b) designing estimators and fault detectors exploiting geometric diversity for positioning, cycle ambiguity estimation, and integrity evaluation, and (c) formulating these algorithms in a computationally efficient implementation. Performance improvements provided by sequential ARAIM over snapshot ARAIM are evaluated by worldwide availability analysis for aircraft approach navigation.",Carrier aircraft,2020
